rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
32,21,21,,no,no,Sorana Cîrstea,35,ROU,ROU,1412,+4,+109,Cluj-Napoca F (SF )1499 1499,,,yes
33,32,32,,no,no,Xinyu Wang,24,CHN,CHN,1383,,+27,Doha R64,Lost in Cluj-Napoca QF Lost in Cluj-Napoca QF Doha R64,,yes
34,CH,34,,yes,no,Loïs Boisson,22,FRA,FRA,1349,,,,,,no
35,6,6,,no,no,Markéta Vondroušová,26,CZE,CZE,1338,-4,-108,,,,no
36,35,35,,no,no,Jaqueline Cristian,27,ROU,ROU,1307,,-1,Doha R64,Lost in Cluj-Napoca R16 Lost in Cluj-Napoca R16 Doha R64,,yes
37,24,24,,no,no,Marie Bouzková,27,CZE,CZE,1285,,,Doha R64,,,yes
38,NCH (47),38,47,yes,yes,Hailey Baptiste,24,USA,USA,1264,+18,+193,,Lost in Abu Dhabi SF,,no
39,NCH (45),39,45,yes,yes,Alexandra Eala,20,PHI,PHI,1244,+6,+81,Doha R64,Lost in Abu Dhabi QF (R16 )Lost in Abu Dhabi QF (R16 ) Doha R64,,yes
40,33,33,,no,no,Ann Li,25,USA,USA,1243,,+1,Doha R64,,,yes
41,9,9,,no,no,Veronika Kudermetova,28,RUS,RUS,1214,-3,-63,,,,no
42,21,21,,no,no,Dayana Yastremska,25,UKR,UKR,1210,+1,+35,Doha R64,Lost in Abu Dhabi R16 Lost in Abu Dhabi R16 Doha R64,,yes
43,27,27,,no,no,Kateřina Siniaková,29,CZE,CZE,1207,-3,-68,Doha R64,,,yes
44,40,40,,no,no,Jéssica Bouzas Maneiro,23,ESP,ESP,1202,,-2,Doha R64,,,yes
45,NCH (47),45,47,yes,yes,Janice Tjen,23,INA,INA,1185,+2,+46,Doha R64,Lost in Abu Dhabi R16 (R32 )Lost in Abu Dhabi R16 (R32 ) Doha R64,,yes
46,19,19,,no,no,Magda Linette,33,POL,POL,1179,-7,-98,Doha R64,,,yes
47,44,44,,no,no,Tereza Valentová,18,CZE,CZE,1175,,-3,Qual. Doha R2,,,yes
48,46,46,,no,no,Emiliana Arango,25,COL,COL,1142,,-2,Doha R64,Lost in Ostrava R16 Lost in Ostrava R16 Doha R64,,yes
49,44,44,,no,no,Sonay Kartal,24,GBR,GBR,1112,+12,+108,**Qual. Abu Dhabi W**,Lost in Abu Dhabi QF **Qual. Doha W**,,yes
50,27,27,,no,no,Laura Siegemund,37,GER,GER,1111,,-2,Doha R64 Advertisement,,,yes
51,3,3,,no,no,Maria Sakkari,30,GRE,GRE,1110,,-2,Doha R64,,,yes
52,NCH (75),52,75,yes,yes,Sára Bejlek,20,CZE,CZE,1102,+49,+349,Abu Dhabi F (SF )**Qual. Abu Dhabi W****Qual. Abu Dhabi W** Abu Dhabi F (SF )1277 1277,,,yes
53,2,2,,no,no,Barbora Krejčíková,30,CZE,CZE,1091,,-1,Doha R64,,,yes
54,36,36,,no,no,Tatjana Maria,38,GER,GER,1089,,,Doha R64,Lost in Ostrava R16 Lost in Ostrava R16 Doha R64,,yes
55,28,28,,no,no,Peyton Stearns,24,USA,USA,1078,-5,-29,Doha R64,,,yes
56,50,50,,no,no,Cristina Bucșa,28,ESP,ESP,1069,,+1,Doha R64,Lost in Abu Dhabi R32 Lost in Abu Dhabi R32 Doha R64,,yes
57,29,29,,no,no,Elisabetta Cocciaretto,25,ITA,ITA,1063,-6,-36,,Lost in Qual. Doha R2,,no
58,39,39,,no,no,Eva Lys,24,GER,GER,1043,,+1,,,,no
59,22,22,,no,no,Magdalena Fręch,28,POL,POL,1033,,+1,Qual. Doha R2,,,yes
60,53,53,,no,no,Elsa Jacquemot,22,FRA,FRA,1031,-7,-60,Doha R64,Lost in Qual. Abu Dhabi R1 Lost in Qual. Abu Dhabi R1 Doha R64,,yes
61,8,8,,no,no,Daria Kasatkina,28,AUS,AUS,997,,+1,Doha R64,Lost in Abu Dhabi R32 Lost in Abu Dhabi R32 Doha R64,,yes
62,NCH (63),62,63,yes,yes,Solana Sierra,21,ARG,ARG,987,,+1,Qual. Doha R2,,,yes
63,50,50,,no,no,Anna Bondár,28,HUN,HUN,978,+1,+5,,Lost in Cluj-Napoca R16,,no
64,2,2,,no,no,Paula Badosa,28,ESP,ESP,966,,+1,Doha R64,Lost in Abu Dhabi R32 Lost in Abu Dhabi R32 Doha R64,,yes
65,NCH (66),65,66,yes,yes,Francesca Jones,25,GBR,GBR,938,+1,-3,,,,no
66,65,65,,no,no,Antonia Ružić,23,CRO,CRO,933,,+1,,Lost in Cluj-Napoca R32 Lost in Qual. Doha R1,,no
67,10,10,,no,no,Beatriz Haddad Maia,29,BRA,BRA,932,,+1,,Lost in Abu Dhabi R32 Lost in Qual. Doha R2,,no
68,54,54,,no,no,Caty McNally,24,USA,USA,928,+3,+32,,Lost in Ostrava QF,,no
69,CH,69,,yes,no,Petra Marčinko,20,CRO,CRO,912,,,,,,no
70,20,20,,no,no,Yulia Putintseva,31,KAZ,KAZ,909,,,,,,no
71,NCH (90),71,90,yes,yes,Oleksandra Oliynykova,25,UKR,UKR,894,+20,+89,,Lost in Cluj-Napoca SF,,no
72,51,51,,no,no,Elena-Gabriela Ruse,28,ROU,ROU,892,,,,Lost in Cluj-Napoca R32,,no
73,39,39,,no,no,Varvara Gracheva,25,FRA,FRA,887,,,**Qual. Doha W**,,,yes
74,32,32,,no,no,Ajla Tomljanović,32,AUS,AUS,881,,,,,,no
75,NCH (76),75,76,yes,yes,Oksana Selekhmeteva,23,RUS,RUS,878,+1,+10,**Qual. Abu Dhabi W**,Lost in Abu Dhabi R32,,yes
76,21,21,,no,no,Anastasia Potapova,24,AUT,AUT,872,-18,-196,,Lost in Cluj-Napoca QF,,no
77,40,40,,no,no,Alycia Parks,25,USA,USA,872,+8,+42,Qual. Doha R2,Lost in Ostrava QF Lost in Ostrava QF Qual. Doha R2,,yes
78,7,7,,no,no,Danielle Collins,32,USA,USA,865,,-1,,,,no
79,54,54,,no,no,Julia Grabher,29,AUT,AUT,859,,-1,,Lost in Ostrava R32 Lost in Qual. Doha R1,,no
80,33,33,,no,no,Camila Osorio,24,COL,COL,851,,,Qual. Doha R2,,,yes
81,NCH (86),81,86,yes,yes,Simona Waltert,25,SUI,SUI,850,+13,+64,**Qual. Abu Dhabi W**,Lost in Abu Dhabi R16 Lost in Qual. Doha R1,,yes
82,33,33,,no,no,Rebecca Šramková,29,SVK,SVK,848,,-1,,Lost in Ostrava R16 Lost in Qual. Doha R1,,no
83,34,34,,no,no,Anna Blinkova,27,RUS,RUS,848,-8,-20,,Lost in Ostrava R32,,no
84,69,69,,no,no,Zeynep Sönmez,23,TUR,TUR,843,-5,-11,Doha R64,Lost in Abu Dhabi R32 Lost in Abu Dhabi R32 Doha R64,,yes
85,22,22,,no,no,Shuai Zhang,37,CHN,CHN,839,,-3,,Lost in Qual. Doha R1,,no
86,32,32,,no,no,Olga Danilović,25,SRB,SRB,811,,+2,,Lost in Cluj-Napoca R16,,no
87,47,47,,no,no,Moyuka Uchijima,24,JPN,JPN,810,,-12,Qual. Doha R2,Lost in Ostrava R32 Lost in Ostrava R32 Qual. Doha R2,,yes
88,35,35,,no,no,Viktorija Golubic,33,SUI,SUI,810,,+1,,Lost in Ostrava R16,,no
89,79,79,,no,no,Dalma Gálfi,27,HUN,HUN,806,,+1,,Lost in Ostrava R32,,no
90,51,51,,no,no,Renata Zarazúa,28,MEX,MEX,804,,+2,,Lost in Qual. Abu Dhabi R2 Lost in Abu Dhabi R16 Lost in Qual. Doha R1,,no
91,60,60,,no,no,Kamilla Rakhimova,24,UZB,UZB,802,,+2,,Lost in Cluj-Napoca R32,,no
92,56,56,,no,no,Katie Volynets,24,USA,USA,796,+4,+13,,Lost in Ostrava SF,,no
93,58,58,,no,no,Kaja Juvan,25,SLO,SLO,796,+4,+18,,Lost in Cluj-Napoca R16,,no
94,76,76,,no,no,Panna Udvardy,27,HUN,HUN,792,+4,+21,,Lost in Ostrava R16,,no
95,60,60,,no,no,Kimberly Birrell,27,AUS,AUS,789,-11,-48,,Lost in Qual. Doha R2,,no
96,17,17,,no,no,Donna Vekić,29,CRO,CRO,785,,-1,,,,no
97,87,87,,no,no,Darja Semenistaja,23,LAT,LAT,781,+2,+12,,Lost in Mumbai QF,,no
98,39,39,,no,no,Lulu Sun,24,NZL,NZL,780,-12,-45,,,,no
99,78,78,,no,no,Ella Seidel,20,GER,GER,777,-16,-60,Qual. Doha R2,Lost in Cluj-Napoca R32 Lost in Cluj-Napoca R32 Qual. Doha R2,,yes
100,29,29,,no,no,Ashlyn Krueger,21,USA,USA,771,-45,-315,,Lost in Abu Dhabi R32 Advertisement,,no
101,23,23,,no,no,Katie Boulter,29,GBR,GBR,757,+19,+133,Ostrava F (SF )844 844,,,yes
102,71,71,,no,no,Tamara Korpatsch,30,GER,GER,751,+22,+151,Ostrava F (SF )838 838,,,yes
103,63,63,,no,no,Yulia Starodubtseva,25,UKR,UKR,744,,-1,Qual. Doha R2,Lost in Qual. Abu Dhabi R1 Lost in Qual. Abu Dhabi R1 Qual. Doha R2,,yes
104,NCH (108),104,108,yes,yes,Nikola Bartůňková,19,CZE,CZE,743,+4,+31,,Lost in Ostrava QF,,no
105,79,79,,no,no,Anastasia Zakharova,24,RUS,RUS,737,+2,+18,,Lost in Cluj-Napoca R16 **Qual. Doha W**,,no
106,104,104,,no,no,Sinja Kraus,23,AUT,AUT,727,,-2,,Lost in Ostrava R32,,no
107,48,48,,no,no,Diane Parry,23,FRA,FRA,724,+12,+97,,Lost in Ostrava SF,,no
108,31,31,,no,no,Mayar Sherif,29,EGY,EGY,720,,-2,,Lost in Cluj-Napoca R32,,no
109,98,98,,no,no,Veronika Erjavec,26,SLO,SLO,707,-6,-28,,Lost in Cluj-Napoca R32,,no
110,11,11,,no,no,Anastasia Pavlyuchenkova,34,RUS,RUS,706,-10,-59,Doha R64,Lost in Abu Dhabi R32 Lost in Abu Dhabi R32 Doha R64,,yes
111,57,57,,no,no,Suzan Lamens,26,NED,NED,703,-6,-17,,Lost in Ostrava R32,,no
112,62,62,,no,no,Rebeka Masarova,26,SUI,SUI,678,+2,+29,,Lost in Cluj-Napoca R16 Lost in Qual. Doha R1,,no
113,29,29,,no,no,Aliaksandra Sasnovich,31,BLR,BLR,673,-4,-37,,Lost in Qual. Abu Dhabi R2 Lost in Abu Dhabi R16 Lost in Qual. Doha R1,,no
114,105,105,,no,no,Talia Gibson,21,AUS,AUS,671,+4,+37,Brisbane F 697 697,,,yes
115,46,46,,no,no,Taylor Townsend,29,USA,USA,670,-4,-1,,,,no
116,91,91,,no,no,Léolia Jeanjean,30,FRA,FRA,661,-1,+12,,Lost in Mumbai QF,,no
117,49,49,,no,no,Linda Fruhvirtová,20,CZE,CZE,657,+4,+39,,Lost in Ostrava QF,,no
118,107,107,,no,no,Victoria Jimenez Kasintseva,20,AND,AND,657,,-6,,,,no
119,116,116,,no,no,Tiantsoa Rakotomanga Rajaonah,20,FRA,FRA,649,,-3,,Lost in Cluj-Napoca R32,,no
120,NCH (128),120,128,yes,yes,Lilli Tagger,17,AUT,AUT,641,+8,+49,Mumbai SF 673 717,,,yes
121,36,36,,no,no,Yue Yuan,27,CHN,CHN,635,+9,+53,,Lost in Cluj-Napoca QF,,no
122,41,41,,no,no,Caroline Dolehide,27,USA,USA,627,-5,-15,,,,no
123,105,105,,no,no,Daria Snigur,23,UKR,UKR,614,+21,+98,**Qual. Cluj-Napoca W**,Lost in Cluj-Napoca SF,,yes
124,117,117,,no,no,Joanna Garland,24,TWN,TWN,612,,-2,,,,no
125,112,112,,no,no,Maddison Inglis,28,AUS,AUS,607,-12,-47,,,,no
126,NCH (129),126,129,yes,yes,Lanlana Tararudee,21,THA,THA,605,+3,+22,Mumbai SF 637 681,,,yes
127,59,59,,no,no,Greet Minnen,28,BEL,BEL,599,,-2,,Lost in Cluj-Napoca R32,,no
128,94,94,,no,no,Priscilla Hon,27,AUS,AUS,581,-2,-15,,Lost in Qual. Abu Dhabi R1 Lost in Qual. Doha R1,,no
129,NCH (131),129,131,yes,yes,Linda Klimovičová,21,POL,POL,569,,+2,,Lost in Ostrava R32,,no
130,129,129,,no,no,Kaitlin Quevedo,19,ESP,ESP,567,+4,+14,**Qual. Cluj-Napoca W**,Lost in Cluj-Napoca R32,,yes
131,41,41,,no,no,Arantxa Rus,35,NED,NED,560,,+2,,,,no
132,114,114,,no,no,Marina Stakusic,21,CAN,CAN,556,-9,-47,,,,no
133,132,132,,no,no,Himeno Sakatsume,24,JPN,JPN,556,-1,-5,,,,no
134,121,121,,no,no,Maja Chwalińska,24,POL,POL,553,+12,+60,**Qual. Cluj-Napoca W**,Lost in Cluj-Napoca QF,,yes
135,122,122,,no,no,Hanne Vandewinkel,21,BEL,BEL,545,,+6,,Lost in Mumbai R16,,no
136,112,112,,no,no,Katarzyna Kawa,33,POL,POL,537,,,,Lost in Qual. Ostrava R1 Lost in Qual. Doha R1,,no
137,CH,137,,yes,no,Darja Viďmanová,23,CZE,CZE,537,,+1,,Lost in Ostrava R32,,no
138,99,99,,no,no,Lucrezia Stefanini,27,ITA,ITA,534,+2,+7,**Qual. Cluj-Napoca W**,Lost in Cluj-Napoca R32,,yes
139,137,137,,no,no,Lola Radivojevic,21,SRB,SRB,534,,-1,,,,no
140,54,54,,no,no,Polina Kudermetova,22,UZB,UZB,533,,-1,,,,no
141,CH,141,,yes,no,Sofia Costoulas,20,BEL,BEL,527,,,,,,no
142,46,46,,no,no,Lucia Bronzetti,27,ITA,ITA,526,-32,-162,,Lost in Cluj-Napoca R32,,no
143,123,123,,no,no,Leyre Romero Gormaz,23,ESP,ESP,509,+2,+10,,Lost in Qual. Cluj-Napoca R2,,no
144,22,22,,no,no,Tamara Zidanšek,28,SLO,SLO,507,+9,+40,,Lost in Qual. Cluj-Napoca R2 Lost in Cluj-Napoca R16,,no
145,31,31,,no,no,Lin Zhu,32,CHN,CHN,501,+7,+28,,Lost in Brisbane SF,,no
146,2,2,,no,no,Ons Jabeur,31,TUN,TUN,487,-19,-108,,,,no
147,1,1,,no,no,Victoria Azarenka,36,BLR,BLR,485,,+2,,,,no
148,22,22,,no,no,Irina-Camelia Begu,35,ROU,ROU,485,-1,-1,,,,no
149,19,19,,no,no,Varvara Lepchenko,39,USA,USA,483,,+1,,Lost in Qual. Cluj-Napoca R1,,no
150,129,129,,no,no,Dominika Šálková,21,CZE,CZE,475,,+1,,Lost in Qual. Ostrava R1 Advertisement,,no
151,134,134,,no,no,Taylah Preston,20,AUS,AUS,473,-3,-13,,Lost in Brisbane QF,,no
152,NCH (154),152,154,yes,yes,Elvina Kalieva,22,USA,USA,467,,+2,,,,no
153,46,46,,no,no,Viktoriya Tomova,30,BUL,BUL,465,-10,-53,,Lost in Cluj-Napoca R32,,no
154,150,150,,no,no,Iryna Shymanovich,28,BLR,BLR,463,+4,+10,,Lost in Qual. Cluj-Napoca R2,,no
155,93,93,,no,no,Maria Timofeeva,22,UZB,UZB,463,,,,,,no
156,71,71,,no,no,María Carlé,25,ARG,ARG,457,,,,Lost in Orlando R16,,no
157,128,128,,no,no,Alina Korneeva,18,RUS,RUS,456,,,,,,no
158,36,36,,no,no,Elina Avanesyan,23,ARM,ARM,451,+11,+30,,Lost in Ostrava R16,,no
159,143,143,,no,no,Despina Papamichail,32,GRE,GRE,451,,,,Lost in Porto 2 QF,,no
160,105,105,,no,no,Whitney Osuigwe,23,USA,USA,444,,+1,,Lost in Orlando R32,,no
161,4,4,,no,no,Bianca Andreescu,25,CAN,CAN,443,,+1,,,,no
162,147,147,,no,no,Emerson Jones,17,AUS,AUS,442,+1,+7,,Lost in Brisbane QF,,no
163,159,159,,no,no,Polina Iatcenko,22,RUS,RUS,437,-3,-10,,Lost in Mumbai R32,,no
164,142,142,,no,no,Alina Charaeva,23,RUS,RUS,433,,,,Lost in Qual. Cluj-Napoca R1,,no
165,104,104,,no,no,Jessika Ponchet,29,FRA,FRA,431,,,,,,no
166,150,150,,no,no,Nuria Brancaccio,25,ITA,ITA,430,,,,,,no
167,82,82,,no,no,Aoi Ito,21,JPN,JPN,421,,+1,,,,no
168,108,108,,no,no,Ekaterine Gorgodze,34,GEO,GEO,418,,+2,,Lost in Qual. Cluj-Napoca R1 Lost in Qual. Doha R1,,no
169,168,168,,no,no,Guiomar Maristany,26,ESP,ESP,415,+7,+9,,Lost in Porto 2 QF,,no
170,167,167,,no,no,Anouk Koevermans,22,NED,NED,415,+2,+2,,Lost in Porto 2 QF,,no
171,97,97,,no,no,Elizabeth Mandlik,24,USA,USA,413,,+3,,,,no
172,58,58,,no,no,Louisa Chirico,29,USA,USA,412,+3,+4,,Lost in Orlando R16,,no
173,CH,173,,yes,no,Carol Lee,24,USA,USA,409,,-4,,,,no
174,171,171,,no,no,Teodora Kostović,18,SRB,SRB,404,-3,-12,,Lost in Abu Dhabi R32,,no
175,121,121,,no,no,Anastasia Gasanova,26,RUS,RUS,401,,+3,,,,no
176,27,27,,no,no,Bernarda Pera,31,USA,USA,398,,+4,,,,no
177,21,21,,no,no,Jil Teichmann,28,SUI,SUI,396,-35,-125,,,,no
178,70,70,,no,no,Harriet Dart,29,GBR,GBR,394,,+3,,,,no
179,158,158,,no,no,Carole Monnet,24,FRA,FRA,388,,+4,,,,no
180,83,83,,no,no,Olivia Gadecki,23,AUS,AUS,387,,+4,,,,no
181,83,83,,no,no,Anca Todoni,21,ROU,ROU,387,-2,-12,,,,no
182,170,170,,no,no,Lina Gjorcheska,31,MKD,MKD,387,+12,+14,Porto 2 SF 400 417,,,yes
183,11,11,,no,no,Anastasija Sevastova,35,LAT,LAT,385,,+2,,,,no
184,45,45,,no,no,Anna-Lena Friedsam,32,GER,GER,384,,+2,,Lost in Qual. Ostrava R1,,no
185,NCH (193),185,193,yes,yes,Mary Stoiana,22,USA,USA,383,+8,+10,,Lost in Orlando QF,,no
186,168,168,,no,no,Hanyu Guo,27,CHN,CHN,382,-4,-11,,,,no
187,93,93,,no,no,Julia Riera,23,ARG,ARG,382,,,,Lost in Orlando R32,,no
188,155,155,,no,no,Gabriela Knutson,28,CZE,CZE,382,+2,+8,,Lost in Qual. Ostrava R2,,no
189,187,187,,no,no,Yeon Woo Ku,22,KOR,KOR,380,,-1,,,,no
190,84,84,,no,no,Astra Sharma,30,AUS,AUS,378,-13,-28,,,,no
191,177,177,,no,no,Ye-Xin Ma,26,CHN,CHN,376,+11,+24,,Lost in Brisbane SF,,no
192,168,168,,no,no,Elena Pridankina,20,RUS,RUS,374,,-3,,,,no
193,191,191,,no,no,Lisa Pigato,22,ITA,ITA,374,,-2,,,,no
194,172,172,,no,no,Carson Branstine,25,CAN,CAN,373,,-2,,,,no
195,173,173,,no,no,Ana Sofía Sánchez,31,MEX,MEX,373,,,,,,no
196,140,140,,no,no,Tatiana Prozorova,22,RUS,RUS,372,+8,+25,,Lost in Mumbai QF,,no
197,195,195,,no,no,Kayla Cross,20,CAN,CAN,372,+3,+16,Orlando SF 385 402,,,yes
198,25,25,,no,no,Anhelina Kalinina,29,UKR,UKR,369,-31,-53,,Lost in Qual. Cluj-Napoca R1,,no
199,191,191,,no,no,Alice Ramé,28,FRA,FRA,368,,-3,,Lost in Andrezieux Boutheon R32,,no
200,116,116,,no,no,Ena Shibahara,27,JPN,JPN,365,,-3,,Lost in Brisbane R32 Advertisement,,no
201,182,182,,no,no,Cadence Brace,20,CAN,CAN,360,,-3,,,,no
202,56,56,,no,no,Nao Hibino,31,JPN,JPN,358,+27,+48,Brisbane F 384 384,,,yes
203,43,43,,no,no,Viktória Hrunčáková,27,SVK,SVK,358,,-4,,,,no
204,203,203,,no,no,Silvia Ambrosio,29,ITA,ITA,351,,-1,,,,no
205,174,174,,no,no,Andrea Lazáro García,31,ESP,ESP,350,+2,+5,,Lost in Porto 2 R16,,no
206,23,23,,no,no,Mona Barthel,35,GER,GER,347,+9,+14,**Qual. Ostrava W**,Lost in Ostrava R32,,yes
207,168,168,,no,no,Miriam Bulgaru,27,ROU,ROU,346,,-1,,Lost in Cluj-Napoca R32,,no
208,105,105,,no,no,Marina Bassols Ribera,26,ESP,ESP,344,,,,,,no
209,84,84,,no,no,Kayla Day,26,USA,USA,343,+9,+18,Orlando SF 356 373,,,yes
210,20,20,,no,no,Daria Saville,31,AUS,AUS,341,-9,-13,,,,no
211,97,97,,no,no,Jana Fett,29,CRO,CRO,340,,-2,,,,no
212,97,97,,no,no,Arina Rodionova,36,AUS,AUS,339,,-2,,Lost in Qual. Abu Dhabi R1 Lost in Qual. Doha R1,,no
213,201,201,,no,no,Laura Samson,17,CZE,CZE,339,,-2,,Lost in Qual. Ostrava R1,,no
214,176,176,,no,no,Francisca Jorge,25,POR,POR,339,,-2,,Lost in Porto 2 R32,,no
215,52,52,,no,no,Claire Liu,25,USA,USA,338,-10,-8,,,,no
216,100,100,,no,no,Laura Pigossi,31,BRA,BRA,338,+1,+10,,Lost in Qual. Ostrava R2,,no
217,96,96,,no,no,Chloé Paquet,31,FRA,FRA,334,+3,+11,,Lost in Qual. Abu Dhabi R2 Lost in Abu Dhabi R32,,no
218,214,214,,no,no,Jazmin Ortenzi,24,ARG,ARG,333,,-4,,Lost in Orlando R32,,no
219,NCH (227),219,227,yes,yes,Fiona Crawley,24,USA,USA,331,+8,+19,Porto 2 SF 344 361,,,yes
220,105,105,,no,no,Mai Hontama,26,JPN,JPN,326,-7,-12,,Lost in Mumbai R16,,no
221,171,171,,no,no,Barbora Palicová,21,CZE,CZE,324,,-2,,Lost in Qual. Ostrava R1,,no
222,201,201,,no,no,Camilla Rosatello,30,ITA,ITA,323,,-1,,,,no
223,169,169,,no,no,Clervie Ngounoue,19,USA,USA,321,-1,-1,,,,no
224,218,218,,no,no,Sada Nahimana,24,BDI,BDI,319,,,,Lost in Andrezieux Boutheon R32,,no
225,49,49,,no,no,Xiyu Wang,24,CHN,CHN,315,,+1,,,,no
226,145,145,,no,no,Tara Würth,23,CRO,CRO,311,,+2,,,,no
227,88,88,,no,no,Aliona Bolsova,28,ESP,ESP,310,+5,+8,,Lost in Qual. Cluj-Napoca R2,,no
228,153,153,,no,no,Kathinka von Deichmann,31,LIE,LIE,306,+7,+8,,Lost in Andrezieux Boutheon R16,,no
229,165,165,,no,no,Carolina Alves,29,BRA,BRA,306,,+1,,Lost in Orlando R32,,no
230,164,164,,no,no,Susan Bandecchi,27,SUI,SUI,303,+9,+10,,Lost in Qual. Ostrava R2,,no
231,90,90,,no,no,Harmony Tan,28,FRA,FRA,302,,,,,,no
232,153,153,,no,no,Séléna Janicijevic,23,FRA,FRA,298,,+5,,,,no
233,188,188,,no,no,Julia Avdeeva,23,RUS,RUS,298,+28,+28,Andrezieux Boutheon SF 318 344,,,yes
234,222,222,,no,no,Caroline Werner,29,GER,GER,295,,+4,,Lost in Qual. Ostrava R1,,no
235,NCH (237),235,237,yes,yes,Amarissa Tóth,22,HUN,HUN,293,,+5,,,,no
236,176,176,,no,no,Manon Léonard,25,FRA,FRA,292,+16,+14,,Lost in Andrezieux Boutheon QF,,no
237,203,203,,no,no,Hina Inoue,22,USA,USA,290,-4,-10,,,,no
238,NCH (260),238,260,yes,yes,Elizara Yaneva,18,BUL,BUL,290,+22,+20,Porto 2 SF 303 320,,,yes
239,230,230,,no,no,Mingge Xu,18,GBR,GBR,289,-5,-11,,Lost in Mumbai R32,,no
240,39,39,,no,no,Fiona Ferro,28,FRA,FRA,288,+41,+48,**Qual. Ostrava W**,Lost in Ostrava R16,,yes
241,220,220,,no,no,Luisina Giovannini,19,ARG,ARG,288,,+4,,,,no
242,214,214,,no,no,Angela Fita Boluda,26,ESP,ESP,286,,+5,,Lost in Porto 2 R32,,no
243,152,152,,no,no,Raluca Șerban,28,CYP,CYP,285,+1,-3,,Lost in Qual. Cluj-Napoca R1,,no
244,205,205,,no,no,Jessica Pieri,28,ITA,ITA,285,,+4,,Lost in Orlando R32,,no
245,150,150,,no,no,Sara Saito,19,JPN,JPN,283,+17,+15,,Lost in Brisbane QF,,no
