rank,ch_raw,career_high,prev_career_high,at_career_high,is_new_career_high,player,age,country,flag,points,rank_change,current,previous,next,max,is_playing
34,CH,34,,yes,no,Loïs Boisson,22,FRA,FRA,1345,,+1,,,,no
35,21,21,,no,no,Sorana Cîrstea,35,ROU,ROU,1344,-3,-95,Dubai R16 (R32 )1439 2224,,,yes
36,NCH (46),36,46,yes,yes,Janice Tjen,23,INA,INA,1341,+10,+105,,Lost in Dubai R16,,no
37,NCH (38),37,38,yes,yes,Sára Bejlek,20,CZE,CZE,1341,+4,+64,,Lost in Dubai R32 (R64 ),,no
38,NCH (40),38,40,yes,yes,Alexandra Eala,20,PHI,PHI,1337,+9,+110,Dubai R16 (R32 )1432 2217,,,yes
39,33,33,,no,no,Ann Li,25,USA,USA,1333,,-3,,Lost in Dubai R64,,no
40,24,24,,no,no,Marie Bouzková,27,CZE,CZE,1317,,-2,,Lost in Dubai R64,,no
41,29,29,,no,no,Elisabetta Cocciaretto,25,ITA,ITA,1290,-1,+10,**Qual. Dubai W**,,,yes
42,39,39,,no,no,Hailey Baptiste,24,USA,USA,1272,+3,+8,,Lost in Qual. Dubai R2 Lost in Dubai R64,,no
43,27,27,,no,no,Kateřina Siniaková,29,CZE,CZE,1269,-1,-3,,Lost in Dubai R64,,no
44,4,4,,no,no,Sofia Kenin,27,USA,USA,1267,-14,-205,,Lost in Dubai R64,,no
45,6,6,,no,no,Markéta Vondroušová,26,CZE,CZE,1263,-8,-65,,,,no
46,43,43,,no,no,Tereza Valentová,18,CZE,CZE,1256,-3,-14,,Lost in Qual. Dubai R1,,no
47,40,40,,no,no,Jéssica Bouzas Maneiro,23,ESP,ESP,1202,,+1,,Lost in Dubai R64,,no
48,19,19,,no,no,Magda Linette,34,POL,POL,1190,+2,+66,,Lost in Dubai R16,,no
49,21,21,,no,no,Dayana Yastremska,25,UKR,UKR,1170,-5,-95,,Lost in Dubai R64,,no
50,2,2,,no,no,Barbora Krejčíková,30,CZE,CZE,1156,+3,+65,,Lost in Dubai R32 (R64 ) Advertisement,,no
51,NCH (65),51,65,yes,yes,Antonia Ružić,23,CRO,CRO,1128,+16,+195,Dubai QF (R32 ),Lost in Qual. Dubai R1 Lost in Qual. Dubai R1 Dubai QF (R32 )1303 1913,,yes
52,44,44,,no,no,Sonay Kartal,24,GBR,GBR,1127,-1,+5,,Lost in Qual. Dubai R2,,no
53,27,27,,no,no,Laura Siegemund,37,GER,GER,1110,-1,+9,,Lost in Dubai R64,,no
54,9,9,,no,no,Veronika Kudermetova,28,RUS,RUS,1099,-5,-85,,,,no
55,36,36,,no,no,Tatjana Maria,38,GER,GER,1079,,-1,,Lost in Dubai R64,,no
56,39,39,,no,no,Varvara Gracheva,25,FRA,FRA,1072,+4,+65,**Qual. Dubai W**,Lost in Dubai R32,,yes
57,22,22,,no,no,Magdalena Fręch,28,POL,POL,1053,,-2,,Lost in Qual. Dubai R2 Lost in Dubai R64,,no
58,8,8,,no,no,Daria Kasatkina,28,AUS,AUS,1052,+3,+55,,Lost in Dubai R32 (R64 ),,no
59,46,46,,no,no,Emiliana Arango,25,COL,COL,1027,,-3,,,,no
60,53,53,,no,no,Elsa Jacquemot,22,FRA,FRA,1026,,-3,,Lost in Qual. Dubai R1,,no
61,33,33,,no,no,Camila Osorio,24,COL,COL,991,,+1,,,,no
62,28,28,,no,no,Peyton Stearns,24,USA,USA,988,-4,-35,,Lost in Qual. Dubai R2 Lost in Dubai R32,,no
63,50,50,,no,no,Cristina Bucșa,28,ESP,ESP,984,,,,Lost in Dubai R64,,no
64,62,62,,no,no,Solana Sierra,21,ARG,ARG,980,,,,Lost in Qual. Dubai R1,,no
65,50,50,,no,no,Anna Bondár,28,HUN,HUN,978,,,,Lost in Qual. Dubai R1,,no
66,39,39,,no,no,Eva Lys,24,GER,GER,948,-7,-70,,,,no
67,10,10,,no,no,Beatriz Haddad Maia,29,BRA,BRA,942,,-1,,,,no
68,54,54,,no,no,Caty McNally,24,USA,USA,928,,,,,,no
69,CH,69,,yes,no,Petra Marčinko,20,CRO,CRO,912,,,,Lost in Qual. Dubai R1 Lost in Dubai R64,,no
70,NCH (71),70,71,yes,yes,Oleksandra Oliynykova,25,UKR,UKR,894,,+1,,,,no
71,51,51,,no,no,Elena-Gabriela Ruse,28,ROU,ROU,892,+9,+28,**Qual. Dubai W**,Lost in Dubai R64,,yes
72,65,65,,no,no,Francesca Jones,25,GBR,GBR,890,,,,,,no
73,32,32,,no,no,Ajla Tomljanović,32,AUS,AUS,881,,,,,,no
74,CH,74,,yes,no,Oksana Selekhmeteva,23,RUS,RUS,878,,,,,,no
75,23,23,,no,no,Katie Boulter,29,GBR,GBR,874,,,,,,no
76,20,20,,no,no,Yulia Putintseva,31,KAZ,KAZ,871,,+2,,,,no
77,7,7,,no,no,Danielle Collins,32,USA,USA,865,,+2,,,,no
78,54,54,,no,no,Julia Grabher,29,AUT,AUT,859,,+3,,Lost in Qual. Dubai R1,,no
79,60,60,,no,no,Kimberly Birrell,27,AUS,AUS,857,+15,+68,**Qual. Dubai W**,Lost in Dubai R32,,yes
80,69,69,,no,no,Zeynep Sönmez,23,TUR,TUR,851,+4,+8,,Lost in Dubai R64,,no
81,78,78,,no,no,Ella Seidel,21,GER,GER,851,+14,+66,**Qual. Dubai W**,Lost in Dubai R32,,yes
82,81,81,,no,no,Simona Waltert,25,SUI,SUI,850,,,,,,no
83,34,34,,no,no,Anna Blinkova,27,RUS,RUS,848,,,,,,no
84,2,2,,no,no,Paula Badosa,28,ESP,ESP,846,-14,-55,,Lost in Dubai R32,,no
85,35,35,,no,no,Viktorija Golubic,33,SUI,SUI,827,+3,+14,Oeiras 2 QF 849 925,,,yes
86,22,22,,no,no,Shuai Zhang,37,CHN,CHN,821,-1,-18,,Lost in Qual. Dubai R1,,no
87,79,79,,no,no,Dalma Gálfi,27,HUN,HUN,821,,-1,,,,no
88,79,79,,no,no,Anastasia Zakharova,24,RUS,RUS,819,+16,+65,,Lost in Qual. Dubai R2 Lost in Dubai R32,,no
89,51,51,,no,no,Renata Zarazúa,28,MEX,MEX,814,,-2,,,,no
90,32,32,,no,no,Olga Danilović,25,SRB,SRB,811,,-1,,,,no
91,21,21,,no,no,Anastasia Potapova,24,AUT,AUT,810,-15,-63,,Lost in Qual. Dubai R1,,no
92,60,60,,no,no,Kamilla Rakhimova,24,UZB,UZB,802,,-1,,Lost in Qual. Dubai R2 Lost in Dubai R64,,no
93,58,58,,no,no,Kaja Juvan,25,SLO,SLO,796,,-1,,,,no
94,76,76,,no,no,Panna Udvardy,27,HUN,HUN,792,,-1,,,,no
95,40,40,,no,no,Alycia Parks,25,USA,USA,789,-18,-83,,Lost in Qual. Dubai R1,,no
96,56,56,,no,no,Katie Volynets,24,USA,USA,786,,+2,,Lost in Qual. Dubai R2,,no
97,87,87,,no,no,Darja Semenistaja,23,LAT,LAT,781,,,,Lost in Les Sables d'Olonne R32,,no
98,39,39,,no,no,Lulu Sun,24,NZL,NZL,780,,,,Lost in Dubai R64,,no
99,17,17,,no,no,Donna Vekić,29,CRO,CRO,768,,-8,,Lost in Qual. Dubai R1,,no
100,63,63,,no,no,Yulia Starodubtseva,26,UKR,UKR,762,,+1,,Lost in Qual. Dubai R1 Advertisement,,no
101,NCH (102),101,102,yes,yes,Sinja Kraus,23,AUT,AUT,761,,+1,Oeiras 2 R16 773 871,,,yes
102,33,33,,no,no,Rebecca Šramková,29,SVK,SVK,758,,+1,**Qual. Dubai W**,Lost in Dubai R64,,yes
103,29,29,,no,no,Ashlyn Krueger,21,USA,USA,752,-3,-19,,Lost in Midland R32,,no
104,47,47,,no,no,Moyuka Uchijima,24,JPN,JPN,745,-14,-65,**Qual. Dubai W**,Lost in Dubai R64,,yes
105,71,71,,no,no,Tamara Korpatsch,30,GER,GER,734,,+1,,Lost in Les Sables d'Olonne R32,,no
106,104,104,,no,no,Nikola Bartůňková,19,CZE,CZE,728,-1,-15,,,,no
107,98,98,,no,no,Veronika Erjavec,26,SLO,SLO,726,+5,+19,,Lost in Qual. Dubai R2,,no
108,48,48,,no,no,Diane Parry,23,FRA,FRA,724,,-1,,,,no
109,31,31,,no,no,Mayar Sherif,29,EGY,EGY,720,,-1,,,,no
110,11,11,,no,no,Anastasia Pavlyuchenkova,34,RUS,RUS,716,,,,Lost in Dubai R64,,no
111,57,57,,no,no,Suzan Lamens,26,NED,NED,714,-2,-3,Oeiras 2 QF 736 812,,,yes
112,105,105,,no,no,Talia Gibson,21,AUS,AUS,713,,-1,Bengaluru R16 721 800,,,yes
113,29,29,,no,no,Aliaksandra Sasnovich,31,BLR,BLR,701,,+28,**Qual. Dubai W**,Lost in Dubai R64,,yes
114,CH,114,,yes,no,Lilli Tagger,18,AUT,AUT,673,,,,,,no
115,91,91,,no,no,Léolia Jeanjean,30,FRA,FRA,672,,,,,,no
116,46,46,,no,no,Taylor Townsend,29,USA,USA,666,,-2,,,,no
117,62,62,,no,no,Rebeka Masarova,26,SUI,SUI,660,,,,,,no
118,49,49,,no,no,Linda Fruhvirtová,20,CZE,CZE,657,,,,,,no
119,107,107,,no,no,Victoria Jimenez Kasintseva,20,AND,AND,657,,,,,,no
120,116,116,,no,no,Tiantsoa Rakotomanga Rajaonah,20,FRA,FRA,649,,,,,,no
121,41,41,,no,no,Caroline Dolehide,27,USA,USA,627,,,,,,no
122,NCH (123),122,123,yes,yes,Darja Viďmanová,23,CZE,CZE,619,+1,+1,Midland R32 633 743,,,yes
123,122,122,,no,no,Hanne Vandewinkel,21,BEL,BEL,614,+1,+3,Bengaluru R16 623 702,,,yes
124,112,112,,no,no,Maddison Inglis,28,AUS,AUS,607,,+1,,,,no
125,36,36,,no,no,Yue Yuan,27,CHN,CHN,607,-3,-19,,Lost in Oeiras 2 R32,,no
126,CH,126,,yes,no,Lanlana Tararudee,21,THA,THA,605,,,Bengaluru R16 614 693,,,yes
127,117,117,,no,no,Joanna Garland,24,TWN,TWN,599,,,,,,no
128,NCH (129),128,129,yes,yes,Kaitlin Quevedo,20,ESP,ESP,597,+4,+21,Oeiras 2 QF 619 695,,,yes
129,128,128,,no,no,Alina Korneeva,18,RUS,RUS,594,+2,+14,Les Sables d'Olonne R16 606 704,,,yes
130,121,121,,no,no,Maja Chwalińska,24,POL,POL,593,,-2,,,,no
131,59,59,,no,no,Greet Minnen,28,BEL,BEL,584,,-2,,Lost in Les Sables d'Olonne R32,,no
132,105,105,,no,no,Daria Snigur,23,UKR,UKR,580,+1,+13,Oeiras 2 R16 592 690,,,yes
133,41,41,,no,no,Arantxa Rus,35,NED,NED,560,,+2,Macon R32 560 595,,,yes
134,132,132,,no,no,Himeno Sakatsume,24,JPN,JPN,556,,+2,,,,no
135,94,94,,no,no,Priscilla Hon,27,AUS,AUS,555,-5,-27,,Lost in Qual. Dubai R1,,no
136,129,129,,no,no,Linda Klimovičová,21,POL,POL,555,-2,-8,,Lost in Oeiras 2 R32,,no
137,99,99,,no,no,Lucrezia Stefanini,27,ITA,ITA,550,,,,Lost in Les Sables d'Olonne R32,,no
138,31,31,,no,no,Lin Zhu,32,CHN,CHN,549,,,,,,no
139,114,114,,no,no,Marina Stakusic,21,CAN,CAN,542,,,,,,no
140,46,46,,no,no,Lucia Bronzetti,27,ITA,ITA,540,,-1,,Lost in Les Sables d'Olonne R32,,no
141,137,137,,no,no,Lola Radivojevic,21,SRB,SRB,533,,-7,,Lost in Les Sables d'Olonne R32,,no
142,141,141,,no,no,Sofia Costoulas,20,BEL,BEL,533,+1,+6,Les Sables d'Olonne R16 545 643,,,yes
143,123,123,,no,no,Leyre Romero Gormaz,23,ESP,ESP,527,-1,-7,,,,no
144,CH,144,,yes,no,Emerson Jones,17,AUS,AUS,517,,,,,,no
145,112,112,,no,no,Katarzyna Kawa,33,POL,POL,516,,,,,,no
146,54,54,,no,no,Polina Kudermetova,22,UZB,UZB,514,,-1,,,,no
147,22,22,,no,no,Tamara Zidanšek,28,SLO,SLO,507,,,,,,no
148,129,129,,no,no,Dominika Šálková,21,CZE,CZE,501,+4,+26,Les Sables d'Olonne QF 523 599,,,yes
149,46,46,,no,no,Viktoriya Tomova,30,BUL,BUL,490,+4,+25,Oeiras 2 QF 512 588,,,yes
150,134,134,,no,no,Taylah Preston,20,AUS,AUS,488,-2,+1,Bengaluru R16 497 576 Advertisement,,,yes
151,19,19,,no,no,Varvara Lepchenko,39,USA,USA,483,,-1,,,,no
152,93,93,,no,no,Maria Timofeeva,22,UZB,UZB,463,,+2,,,,no
153,152,152,,no,no,Elvina Kalieva,22,USA,USA,458,+5,+9,Midland R16 470 568,,,yes
154,71,71,,no,no,María Carlé,26,ARG,ARG,457,,+1,,,,no
155,22,22,,no,no,Irina-Camelia Begu,35,ROU,ROU,455,-6,-30,,,,no
156,150,150,,no,no,Iryna Shymanovich,28,BLR,BLR,454,,+3,Oeiras 2 R16 466 564,,,yes
157,NCH (159),157,159,yes,yes,Polina Iatcenko,22,RUS,RUS,452,+3,+8,Bengaluru R16 461 540,,,yes
158,143,143,,no,no,Despina Papamichail,33,GRE,GRE,451,,-1,,,,no
159,142,142,,no,no,Alina Charaeva,23,RUS,RUS,445,+4,+12,Midland R16 457 555,,,yes
160,104,104,,no,no,Jessika Ponchet,29,FRA,FRA,445,,-1,,Lost in Les Sables d'Olonne R32,,no
161,105,105,,no,no,Whitney Osuigwe,23,USA,USA,444,+1,+4,Midland R16 456 554,,,yes
162,4,4,,no,no,Bianca Andreescu,25,CAN,CAN,443,,-1,,,,no
163,150,150,,no,no,Nuria Brancaccio,25,ITA,ITA,443,+1,+13,,Lost in Antalya 6 SF,,no
164,NCH (170),164,170,yes,yes,Carol Lee,24,USA,USA,430,+6,+21,Les Sables d'Olonne QF 452 528,,,yes
165,CH,165,,yes,no,Guiomar Maristany,26,ESP,ESP,423,,,,,,no
166,140,140,,no,no,Tatiana Prozorova,22,RUS,RUS,419,,,,,,no
167,NCH (171),167,171,yes,yes,Teodora Kostović,18,SRB,SRB,418,+4,+14,Oeiras 2 R16 430 528,,,yes
168,108,108,,no,no,Ekaterine Gorgodze,34,GEO,GEO,418,,-1,,,,no
169,167,167,,no,no,Anouk Koevermans,22,NED,NED,415,+3,+13,Oeiras 2 R16 427 525,,,yes
170,1,1,,no,no,Victoria Azarenka,36,BLR,BLR,410,-19,-65,,,,no
171,70,70,,no,no,Harriet Dart,29,GBR,GBR,409,,-2,,Lost in Bengaluru R32,,no
172,97,97,,no,no,Elizabeth Mandlik,24,USA,USA,408,-4,-5,,Lost in Midland R32,,no
173,58,58,,no,no,Louisa Chirico,29,USA,USA,399,,,,Lost in Midland R32,,no
174,21,21,,no,no,Jil Teichmann,28,SUI,SUI,396,,+1,,,,no
175,168,168,,no,no,Hanyu Guo,27,CHN,CHN,396,+11,+14,Midland R16 408 506,,,yes
176,158,158,,no,no,Carole Monnet,24,FRA,FRA,388,,+1,,Lost in Oeiras 2 R32,,no
177,83,83,,no,no,Olivia Gadecki,23,AUS,AUS,387,,+2,,,,no
178,83,83,,no,no,Anca Todoni,21,ROU,ROU,387,,+2,,,,no
179,170,170,,no,no,Lina Gjorcheska,31,MKD,MKD,387,,+2,,,,no
180,177,177,,no,no,Ye-Xin Ma,26,CHN,CHN,386,,+2,,,,no
181,84,84,,no,no,Kayla Day,26,USA,USA,386,+13,+13,Midland R16 398 496,,,yes
182,11,11,,no,no,Anastasija Sevastova,35,LAT,LAT,385,,+1,,,,no
183,93,93,,no,no,Julia Riera,23,ARG,ARG,382,,+4,,,,no
184,NCH (195),184,195,yes,yes,Kayla Cross,20,CAN,CAN,381,+13,+9,Midland R16 393 491,,,yes
185,NCH (187),185,187,yes,yes,Yeon Woo Ku,22,KOR,KOR,380,,+3,,,,no
186,27,27,,no,no,Bernarda Pera,31,USA,USA,379,-12,-19,,,,no
187,121,121,,no,no,Anastasia Gasanova,26,RUS,RUS,379,,+2,,,,no
188,36,36,,no,no,Elina Avanesyan,23,ARM,ARM,378,-10,-9,,Lost in Oeiras 2 R32,,no
189,84,84,,no,no,Astra Sharma,30,AUS,AUS,378,,+1,,,,no
190,168,168,,no,no,Elena Pridankina,20,RUS,RUS,377,+2,+3,Bengaluru R16 386 465,,,yes
191,NCH (201),191,201,yes,yes,Fiona Crawley,24,USA,USA,375,+10,+14,,Lost in Oeiras 2 R16,,no
192,23,23,,no,no,Mona Barthel,35,GER,GER,375,+11,+18,Les Sables d'Olonne QF 397 473,,,yes
193,191,191,,no,no,Lisa Pigato,22,ITA,ITA,374,,,,Lost in Les Sables d'Olonne R32,,no
194,173,173,,no,no,Ana Sofía Sánchez,31,MEX,MEX,373,,+1,,,,no
195,56,56,,no,no,Nao Hibino,31,JPN,JPN,372,,+1,Midland R32 386 496,,,yes
196,100,100,,no,no,Mananchaya Sawangkaew,23,THA,THA,371,,+2,,,,no
197,191,191,,no,no,Alice Ramé,28,FRA,FRA,368,,+2,,,,no
198,116,116,,no,no,Ena Shibahara,28,JPN,JPN,365,,+2,,,,no
199,185,185,,no,no,Mary Stoiana,22,USA,USA,365,-14,-18,Midland R16 377 475,,,yes
200,25,25,,no,no,Anhelina Kalinina,29,UKR,UKR,364,-9,-10,Advertisement,,,yes
201,82,82,,no,no,Aoi Ito,21,JPN,JPN,361,-25,-30,,,,no
202,176,176,,no,no,Francisca Jorge,25,POR,POR,361,+5,+13,Oeiras 2 R16 373 471,,,yes
203,182,182,,no,no,Cadence Brace,20,CAN,CAN,359,-1,-1,,Lost in Midland R32,,no
204,45,45,,no,no,Anna-Lena Friedsam,32,GER,GER,356,,,,Lost in Les Sables d'Olonne R32,,no
205,174,174,,no,no,Andrea Lazáro García,31,ESP,ESP,356,+1,+6,Les Sables d'Olonne R16 368 466,,,yes
206,203,203,,no,no,Silvia Ambrosio,29,ITA,ITA,351,,-1,,,,no
207,168,168,,no,no,Miriam Bulgaru,27,ROU,ROU,346,,+1,,,,no
208,201,201,,no,no,Camilla Rosatello,30,ITA,ITA,346,+9,+13,,Lost in Les Sables d'Olonne R16,,no
209,105,105,,no,no,Marina Bassols Ribera,26,ESP,ESP,344,,,,,,no
210,97,97,,no,no,Jana Fett,29,CRO,CRO,340,,,,,,no
211,97,97,,no,no,Arina Rodionova,36,AUS,AUS,340,,,,,,no
212,201,201,,no,no,Laura Samson,17,CZE,CZE,339,,,,,,no
213,52,52,,no,no,Claire Liu,25,USA,USA,338,,,,Lost in Midland R32,,no
214,100,100,,no,no,Laura Pigossi,31,BRA,BRA,338,,,,,,no
215,105,105,,no,no,Mai Hontama,26,JPN,JPN,334,+5,+8,Bengaluru R16 343 422,,,yes
216,96,96,,no,no,Chloé Paquet,31,FRA,FRA,334,,-1,,Lost in Les Sables d'Olonne R32,,no
217,43,43,,no,no,Viktória Hrunčáková,27,SVK,SVK,331,,+1,,Lost in Oeiras 2 R32,,no
218,214,214,,no,no,Jazmin Ortenzi,24,ARG,ARG,330,-2,-3,,,,no
219,218,218,,no,no,Sada Nahimana,24,BDI,BDI,328,,,,,,no
220,171,171,,no,no,Barbora Palicová,21,CZE,CZE,324,,+1,,Lost in Oeiras 2 R32,,no
221,220,220,,no,no,Luisina Giovannini,19,ARG,ARG,322,+20,+34,**Antalya 6 W**,,,yes
222,88,88,,no,no,Aliona Bolsova,28,ESP,ESP,321,+3,+11,,Lost in Les Sables d'Olonne R16,,no
223,20,20,,no,no,Daria Saville,31,AUS,AUS,319,-1,-2,,,,no
224,49,49,,no,no,Xiyu Wang,24,CHN,CHN,315,,-1,,,,no
225,90,90,,no,no,Harmony Tan,28,FRA,FRA,314,+4,+12,Les Sables d'Olonne R16 326 424,,,yes
226,155,155,,no,no,Gabriela Knutson,28,CZE,CZE,313,-42,-72,,Lost in Oeiras 2 R32,,no
227,145,145,,no,no,Tara Würth,23,CRO,CRO,311,,-3,,,,no
228,153,153,,no,no,Kathinka von Deichmann,31,LIE,LIE,306,,-2,,Lost in Altenkirchen R32,,no
229,227,227,,no,no,Anna Sisková,24,CZE,CZE,305,,-2,,Lost in Les Sables d'Olonne R16,,no
230,39,39,,no,no,Fiona Ferro,28,FRA,FRA,303,+10,+15,Les Sables d'Olonne R16 315 413,,,yes
231,165,165,,no,no,Carolina Alves,29,BRA,BRA,302,,-1,,,,no
232,114,114,,no,no,Storm Hunter,31,AUS,AUS,301,,+2,,Lost in Qual. Dubai R1,,no
233,CH,233,,yes,no,Veronika Podrez,19,UKR,UKR,299,,,The Hague R16,,,yes
234,164,164,,no,no,Susan Bandecchi,27,SUI,SUI,296,,,Altenkirchen R32 303 369,,,yes
235,222,222,,no,no,Caroline Werner,29,GER,GER,295,,,,Lost in Oeiras 2 R32,,no
236,NCH (249),236,249,yes,yes,Ayana Akli,24,USA,USA,292,+13,+12,,Lost in Oeiras 2 R16,,no
237,45,45,,no,no,Nuria Párrizas Díaz,34,ESP,ESP,291,,-1,,Lost in Oeiras 2 R32,,no
238,121,121,,no,no,Celine Naef,20,SUI,SUI,291,-7,-10,Macon R16 296 335,,,yes
239,150,150,,no,no,Sara Saito,19,JPN,JPN,291,,-2,,,,no
240,203,203,,no,no,Hina Inoue,22,USA,USA,290,,-2,,,,no
241,230,230,,no,no,Mingge Xu,18,GBR,GBR,289,,-2,,,,no
242,228,228,,no,no,Elizara Yaneva,18,BUL,BUL,288,-14,-15,,,,no
243,172,172,,no,no,Carson Branstine,25,CAN,CAN,287,,-1,,,,no
244,176,176,,no,no,Manon Léonard,25,FRA,FRA,287,+10,+13,Les Sables d'Olonne R16 299 397,,,yes
245,212,212,,no,no,Matilde Jorge,21,POR,POR,287,+12,+14,Oeiras 2 R16 299 397,,,yes
246,166,166,,no,no,Xiaodi You,29,CHN,CHN,286,+7,+11,Midland R16 298 396,,,yes
247,244,244,,no,no,Sohyun Park,23,KOR,KOR,286,,-3,,Lost in Bengaluru R32,,no
248,152,152,,no,no,Raluca Șerban,28,CYP,CYP,285,,-3,,Lost in Les Sables d'Olonne R32,,no
249,205,205,,no,no,Jessica Pieri,28,ITA,ITA,285,,-3,,,,no
250,196,196,,no,no,Justina Mikulskytė,30,LTU,LTU,283,-2,+3,Altenkirchen R16 290 349 Advertisement,,,yes
251,38,38,,no,no,Rebecca Marino,35,CAN,CAN,282,,-4,,,,no
252,207,207,,no,no,Irene Burillo,28,ESP,ESP,279,,-2,,Lost in Les Sables d'Olonne R32,,no
253,188,188,,no,no,Julia Avdeeva,23,RUS,RUS,278,+12,+8,Altenkirchen R16 285 344,,,yes
254,142,142,,no,no,Noma Noha Akugue,22,GER,GER,277,+2,+3,Altenkirchen R16 284 343,,,yes
255,135,135,,no,no,Arianne Hartono,29,NED,NED,276,,-3,,,,no
256,209,209,,no,no,Eva Vedder,26,NED,NED,274,,-1,,,,no
257,233,233,,no,no,Julie Belgraver,23,FRA,FRA,272,+9,+3,Macon R16 277 316,,,yes
258,136,136,,no,no,Katherine Sebov,27,CAN,CAN,272,+12,+7,Midland R16 284 382,,,yes
259,169,169,,no,no,Clervie Ngounoue,19,USA,USA,271,,+1,,,,no
260,153,153,,no,no,Séléna Janicijevic,23,FRA,FRA,271,,+1,,,,no
261,221,221,,no,no,Eva Guerrero Álvarez,26,ESP,ESP,271,,+2,,,,no
262,246,246,,no,no,Kajsa Rinaldo Persson,28,SWE,SWE,271,,+2,Macon R32 276 320,,,yes
263,151,151,,no,no,Anastasia Tikhonova,25,RUS,RUS,270,-5,-3,,Lost in Oeiras 2 R32,,no
264,237,237,,no,no,Amarissa Tóth,23,HUN,HUN,268,-13,-11,,Lost in Antalya 6 R16,,no
265,1,1,,no,no,Karolína Plíšková,33,CZE,CZE,267,,+2,,,,no
266,206,206,,no,no,Tyra Grant,17,ITA,ITA,266,,+3,,,,no
267,125,125,,no,no,Xinyu Gao,28,CHN,CHN,263,-5,-8,,,,no
268,2,2,,no,no,Ons Jabeur,31,TUN,TUN,262,-9,-10,,,,no
269,118,118,,no,no,Katie Swan,26,GBR,GBR,260,,+2,,,,no
270,197,197,,no,no,Anastasiya Soboleva,21,UKR,UKR,255,-2,-11,,Lost in Les Sables d'Olonne R32,,no
271,214,214,,no,no,Angela Fita Boluda,26,ESP,ESP,255,-28,-31,,,,no
